title,week,demand
Online Marketing for Busy Authors: A Step-By-Step Guide,2024-05-05,12
Online Marketing for Busy Authors: A Step-By-Step Guide,2024-05-12,13
Online Marketing for Busy Authors: A Step-By-Step Guide,2024-05-19,17
On a Midnight Clear,2024-01-07,10
On a Midnight Clear,2024-01-14,11
On a Midnight Clear,2024-01-21,19
On a Midnight Clear,2024-01-28,10
On a Midnight Clear,2024-02-04,7
On a Midnight Clear,2024-02-11,19
On a Midnight Clear,2024-02-18,10
On a Midnight Clear,2024-02-25,18
On a Midnight Clear,2024-03-03,11
On a Midnight Clear,2024-03-10,13
On a Midnight Clear,2024-03-17,8
On a Midnight Clear,2024-03-24,12
On a Midnight Clear,2024-03-31,5
On a Midnight Clear,2024-04-07,17
On a Midnight Clear,2024-04-14,8
On a Midnight Clear,2024-04-21,13
On a Midnight Clear,2024-04-28,7
On a Midnight Clear,2024-05-05,17
On a Midnight Clear,2024-05-12,14
On a Midnight Clear,2024-05-19,7
Obsidian (Lux #1),2024-01-07,14
Obsidian (Lux #1),2024-01-14,14
Obsidian (Lux #1),2024-01-21,13
Obsidian (Lux #1),2024-01-28,6
Obsidian (Lux #1),2024-02-04,16
Obsidian (Lux #1),2024-02-11,12
Obsidian (Lux #1),2024-02-18,14
Obsidian (Lux #1),2024-02-25,10
Obsidian (Lux #1),2024-03-03,10
Obsidian (Lux #1),2024-03-10,10
Obsidian (Lux #1),2024-03-17,13
Obsidian (Lux #1),2024-03-24,15
Obsidian (Lux #1),2024-03-31,9
Obsidian (Lux #1),2024-04-07,19
Obsidian (Lux #1),2024-04-14,11
Obsidian (Lux #1),2024-04-21,10
Obsidian (Lux #1),2024-04-28,5
Obsidian (Lux #1),2024-05-05,14
Obsidian (Lux #1),2024-05-12,17
Obsidian (Lux #1),2024-05-19,11
My Paris Kitchen: Recipes and Stories,2024-01-07,14
My Paris Kitchen: Recipes and Stories,2024-01-14,14
My Paris Kitchen: Recipes and Stories,2024-01-21,14
My Paris Kitchen: Recipes and Stories,2024-01-28,12
My Paris Kitchen: Recipes and Stories,2024-02-04,8
My Paris Kitchen: Recipes and Stories,2024-02-11,14
My Paris Kitchen: Recipes and Stories,2024-02-18,10
My Paris Kitchen: Recipes and Stories,2024-02-25,9
My Paris Kitchen: Recipes and Stories,2024-03-03,11
My Paris Kitchen: Recipes and Stories,2024-03-10,18
My Paris Kitchen: Recipes and Stories,2024-03-17,8
My Paris Kitchen: Recipes and Stories,2024-03-24,20
My Paris Kitchen: Recipes and Stories,2024-03-31,16
My Paris Kitchen: Recipes and Stories,2024-04-07,15
My Paris Kitchen: Recipes and Stories,2024-04-14,11
My Paris Kitchen: Recipes and Stories,2024-04-21,18
My Paris Kitchen: Recipes and Stories,2024-04-28,8
My Paris Kitchen: Recipes and Stories,2024-05-05,15
My Paris Kitchen: Recipes and Stories,2024-05-12,15
My Paris Kitchen: Recipes and Stories,2024-05-19,9
Masks and Shadows,2024-01-07,10
Masks and Shadows,2024-01-14,12
Masks and Shadows,2024-01-21,15
Masks and Shadows,2024-01-28,11
Masks and Shadows,2024-02-04,14
Masks and Shadows,2024-02-11,10
Masks and Shadows,2024-02-18,10
Masks and Shadows,2024-02-25,16
Masks and Shadows,2024-03-03,12
Masks and Shadows,2024-03-10,10
Masks and Shadows,2024-03-17,13
Masks and Shadows,2024-03-24,7
Masks and Shadows,2024-03-31,18
Masks and Shadows,2024-04-07,10
Masks and Shadows,2024-04-14,6
Masks and Shadows,2024-04-21,14
Masks and Shadows,2024-04-28,3
Masks and Shadows,2024-05-05,16
Masks and Shadows,2024-05-12,19
Masks and Shadows,2024-05-19,15
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-01-07,16
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-01-14,9
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-01-21,17
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-01-28,8
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-02-04,11
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-02-11,9
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-02-18,13
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-02-25,18
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-03-03,10
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-03-10,9
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-03-17,12
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-03-24,12
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-03-31,9
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-04-07,12
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-04-14,17
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-04-21,6
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-04-28,13
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-05-05,13
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-05-12,15
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2024-05-19,8
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-01-07,13
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-01-14,13
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-01-21,13
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-01-28,7
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-02-04,13
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-02-11,8
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-02-18,8
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-02-25,10
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-03-03,12
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-03-10,12
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-03-17,11
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-03-24,10
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-03-31,14
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-04-07,9
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-04-14,16
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-04-21,11
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-04-28,16
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-05-05,13
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-05-12,14
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2024-05-19,17
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-01-07,13
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-01-14,14
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-01-21,15
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-01-28,4
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-02-04,11
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-02-11,11
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-02-18,7
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-02-25,15
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-03-03,12
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-03-10,9
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-03-17,9
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-03-24,12
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-03-31,18
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-04-07,18
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-04-14,11
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-04-21,15
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-04-28,15
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-05-05,14
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-05-12,12
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2024-05-19,8
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-01-07,10
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-01-14,15
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-01-21,13
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-01-28,21
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-02-04,13
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-02-11,16
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-02-18,13
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-02-25,11
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-03-03,18
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-03-10,6
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-03-17,18
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-03-24,14
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-03-31,5
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-04-07,16
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-04-14,14
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-04-21,16
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-04-28,12
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-05-05,14
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-05-12,11
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2024-05-19,13
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-01-07,13
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-01-14,9
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-01-21,11
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-01-28,10
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-02-04,13
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-02-11,20
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-02-18,14
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-02-25,15
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-03-03,11
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-03-10,8
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-03-17,15
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-03-24,7
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-03-31,18
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-04-07,17
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-04-14,11
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-04-21,8
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-04-28,6
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-05-05,12
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-05-12,8
"Layered: Baking, Building, and Styling Spectacular Cakes",2024-05-19,17
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-01-07,14
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-01-14,13
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-01-21,9
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-01-28,7
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-02-04,11
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-02-11,11
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-02-18,14
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-02-25,8
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-03-03,12
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-03-10,8
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-03-17,11
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-03-24,8
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-03-31,12
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-04-07,15
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-04-14,12
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-04-21,8
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-04-28,14
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-05-05,19
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-05-12,4
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2024-05-19,10
Join,2024-01-07,10
Join,2024-01-14,11
Join,2024-01-21,13
Join,2024-01-28,14
Join,2024-02-04,8
Join,2024-02-11,16
Join,2024-02-18,11
Join,2024-02-25,11
Join,2024-03-03,14
Join,2024-03-10,10
Join,2024-03-17,12
Join,2024-03-24,8
Join,2024-03-31,14
Join,2024-04-07,12
Join,2024-04-14,9
Join,2024-04-21,12
Join,2024-04-28,8
Join,2024-05-05,19
Join,2024-05-12,13
Join,2024-05-19,11
In the Country We Love: My Family Divided,2024-01-07,13
In the Country We Love: My Family Divided,2024-01-14,10
In the Country We Love: My Family Divided,2024-01-21,18
In the Country We Love: My Family Divided,2024-01-28,11
In the Country We Love: My Family Divided,2024-02-04,13
In the Country We Love: My Family Divided,2024-02-11,12
In the Country We Love: My Family Divided,2024-02-18,17
In the Country We Love: My Family Divided,2024-02-25,16
In the Country We Love: My Family Divided,2024-03-03,12
In the Country We Love: My Family Divided,2024-03-10,14
In the Country We Love: My Family Divided,2024-03-17,11
In the Country We Love: My Family Divided,2024-03-24,16
In the Country We Love: My Family Divided,2024-03-31,13
In the Country We Love: My Family Divided,2024-04-07,17
In the Country We Love: My Family Divided,2024-04-14,11
In the Country We Love: My Family Divided,2024-04-21,10
In the Country We Love: My Family Divided,2024-04-28,11
In the Country We Love: My Family Divided,2024-05-05,13
In the Country We Love: My Family Divided,2024-05-12,12
In the Country We Love: My Family Divided,2024-05-19,8
